,Map Name,Matchup,patch,patch_date,Wins,Losses,Games,win_perc,loss_perc,pillar_label,race_a,race_b,pillar
41,Catallena LE (Void),TvZ,3.12,4-19-2017,4360,4072,8432,0.5171,0.4829,Pillar can see natural entrance,Terran,Zerg,1
42,Defender's Landing LE,PvT,3.12,4-19-2017,2197,2244,4441,0.4947,0.5053,Pillar can see natural entrance,Protoss,Terran,1
43,Defender's Landing LE,PvZ,3.12,4-19-2017,1981,2538,4519,0.4384,0.5616,Pillar can see natural entrance,Protoss,Zerg,1
44,Defender's Landing LE,TvZ,3.12,4-19-2017,3828,4453,8281,0.4623,0.5377,Pillar can see natural entrance,Terran,Zerg,1
45,Honorgrounds LE,PvT,3.12,4-19-2017,913,986,1899,0.4808,0.5192,No pillar,Protoss,Terran,0
46,Honorgrounds LE,PvZ,3.12,4-19-2017,881,1001,1882,0.4681,0.5319,No pillar,Protoss,Zerg,0
47,Honorgrounds LE,TvZ,3.12,4-19-2017,1173,1210,2383,0.4922,0.5078,No pillar,Terran,Zerg,0
48,Interloper LE,PvT,3.12,4-19-2017,5431,5257,10688,0.5081,0.4919,Pillar can see natural entrance,Protoss,Terran,1
49,Interloper LE,PvZ,3.12,4-19-2017,5055,4925,9980,0.5065,0.4935,Pillar can see natural entrance,Protoss,Zerg,1
50,Interloper LE,TvZ,3.12,4-19-2017,6843,6953,13796,0.496,0.504,Pillar can see natural entrance,Terran,Zerg,1
51,Mech Depot LE,PvT,3.12,4-19-2017,4747,4345,9092,0.5221,0.4779,No pillar,Protoss,Terran,0
52,Mech Depot LE,PvZ,3.12,4-19-2017,4967,5148,10115,0.4911,0.5089,No pillar,Protoss,Zerg,0
53,Mech Depot LE,TvZ,3.12,4-19-2017,6448,7084,13532,0.4765,0.5235,No pillar,Terran,Zerg,0
54,Newkirk Precinct TE (Void),PvT,3.12,4-19-2017,2045,1998,4043,0.5058,0.4942,No pillar,Protoss,Terran,0
55,Newkirk Precinct TE (Void),PvZ,3.12,4-19-2017,1890,1858,3748,0.5043,0.4957,No pillar,Protoss,Zerg,0
56,Newkirk Precinct TE (Void),TvZ,3.12,4-19-2017,2792,2750,5542,0.5038,0.4962,No pillar,Terran,Zerg,0
57,Odyssey LE,PvT,3.12,4-19-2017,10292,9634,19926,0.5165,0.4835,Pillar can see natural entrance,Protoss,Terran,1
58,Odyssey LE,PvZ,3.12,4-19-2017,10875,10935,21810,0.4986,0.5014,Pillar can see natural entrance,Protoss,Zerg,1
59,Odyssey LE,TvZ,3.12,4-19-2017,13160,14971,28131,0.4678,0.5322,Pillar can see natural entrance,Terran,Zerg,1
60,Paladino Terminal LE,PvT,3.12,4-19-2017,997,1053,2050,0.4863,0.5137,Pillar can see natural entrance,Protoss,Terran,1
61,Paladino Terminal LE,PvZ,3.12,4-19-2017,915,1154,2069,0.4422,0.5578,Pillar can see natural entrance,Protoss,Zerg,1
62,Paladino Terminal LE,TvZ,3.12,4-19-2017,1589,1773,3362,0.4726,0.5274,Pillar can see natural entrance,Terran,Zerg,1
63,Proxima Station LE,PvT,3.12,4-19-2017,4788,4823,9611,0.4982,0.5018,Pillar can see natural entrance,Protoss,Terran,1
64,Proxima Station LE,PvZ,3.12,4-19-2017,4500,4027,8527,0.5277,0.4723,Pillar can see natural entrance,Protoss,Zerg,1
65,Proxima Station LE,TvZ,3.12,4-19-2017,6103,5169,11272,0.5414,0.4586,Pillar can see natural entrance,Terran,Zerg,1
66,Sequencer LE,PvT,3.12,4-19-2017,2516,2430,4946,0.5087,0.4913,Pillar can see natural entrance,Protoss,Terran,1
67,Sequencer LE,PvZ,3.12,4-19-2017,2727,2757,5484,0.4973,0.5027,Pillar can see natural entrance,Protoss,Zerg,1
68,Sequencer LE,TvZ,3.12,4-19-2017,3166,3374,6540,0.4841,0.5159,Pillar can see natural entrance,Terran,Zerg,1
69,Abyssal Reef LE,PvT,3.8,12-8-2016,2019,2089,4108,0.4915,0.5085,No pillar,Protoss,Terran,0
70,Abyssal Reef LE,PvZ,3.8,12-8-2016,2090,2125,4215,0.4958,0.5042,No pillar,Protoss,Zerg,0
71,Abyssal Reef LE,TvZ,3.8,12-8-2016,3000,3365,6365,0.4713,0.5287,No pillar,Terran,Zerg,0
72,Bel'Shir Vestige LE (Void),PvT,3.8,12-8-2016,1975,1841,3816,0.5176,0.4824,Pillar can see natural entrance,Protoss,Terran,1
73,Bel'Shir Vestige LE (Void),PvZ,3.8,12-8-2016,1713,1882,3595,0.4765,0.5235,Pillar can see natural entrance,Protoss,Zerg,1
74,Bel'Shir Vestige LE (Void),TvZ,3.8,12-8-2016,2640,3010,5650,0.4673,0.5327,Pillar can see natural entrance,Terran,Zerg,1
75,Cactus Valley LE (Void),PvT,3.8,12-8-2016,1757,1806,3563,0.4931,0.5069,Pillar can see natural entrance,Protoss,Terran,1
76,Cactus Valley LE (Void),PvZ,3.8,12-8-2016,1863,1863,3726,0.5,0.5,Pillar can see natural entrance,Protoss,Zerg,1
77,Cactus Valley LE (Void),TvZ,3.8,12-8-2016,2448,2851,5299,0.462,0.538,Pillar can see natural entrance,Terran,Zerg,1
78,Daybreak LE (Void),PvT,3.8,12-8-2016,910,967,1877,0.4848,0.5152,Pillar cannot see natural entrance,Protoss,Terran,0
79,Daybreak LE (Void),PvZ,3.8,12-8-2016,896,950,1846,0.4854,0.5146,Pillar cannot see natural entrance,Protoss,Zerg,0
80,Daybreak LE (Void),TvZ,3.8,12-8-2016,1568,1745,3313,0.4733,0.5267,Pillar cannot see natural entrance,Terran,Zerg,0
81,Echo LE (Void),PvT,3.8,12-8-2016,1123,1205,2328,0.4824,0.5176,No pillar,Protoss,Terran,0
82,Echo LE (Void),PvZ,3.8,12-8-2016,1113,1040,2153,0.517,0.483,No pillar,Protoss,Zerg,0
83,Echo LE (Void),TvZ,3.8,12-8-2016,1623,1632,3255,0.4986,0.5014,No pillar,Terran,Zerg,0
84,Habitation Station LE (Void),PvT,3.8,12-8-2016,994,903,1897,0.524,0.476,No pillar,Protoss,Terran,0
85,Habitation Station LE (Void),PvZ,3.8,12-8-2016,982,1017,1999,0.4912,0.5088,No pillar,Protoss,Zerg,0
86,Habitation Station LE (Void),TvZ,3.8,12-8-2016,1243,1415,2658,0.4676,0.5324,No pillar,Terran,Zerg,0
87,Honorgrounds LE,PvT,3.8,12-8-2016,1330,1410,2740,0.4854,0.5146,No pillar,Protoss,Terran,0
88,Honorgrounds LE,PvZ,3.8,12-8-2016,1473,1553,3026,0.4868,0.5132,No pillar,Protoss,Zerg,0
89,Honorgrounds LE,TvZ,3.8,12-8-2016,1995,1905,3900,0.5115,0.4885,No pillar,Terran,Zerg,0
90,Newkirk Precinct TE (Void),PvT,3.8,12-8-2016,3533,3372,6905,0.5117,0.4883,No pillar,Protoss,Terran,0
